step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
104,6.098,25,0,0.0,7.532,3,175983.266,adaptive
105,6.37,25,0,0.0,7.614,3,163489.248,adaptive
106,6.652,26,0,0.0,7.678,3,172626.947,adaptive
107,6.935,26,0,0.0,7.782,3,194542.044,adaptive
108,6.917,30,0,0.0,7.416,4,160701.818,adaptive
109,7.188,26,0,0.0,7.588,4,200565.47,adaptive
110,7.458,26,0,0.0,7.547,4,172032.024,adaptive
111,7.74,27,0,0.0,7.593,5,178622.106,adaptive
112,7.867,30,0,0.0,7.388,5,179781.933,adaptive
113,8.247,29,1,0.0,7.349,5,187119.434,adaptive
114,8.374,31,0,0.0,7.185,5,186047.976,adaptive
115,8.776,31,1,0.0,7.121,5,176403.974,adaptive
116,8.91,33,0,0.0,6.891,5,164411.813,adaptive
117,9.24,33,0,0.0,6.937,5,194688.026,adaptive
118,9.677,34,1,0.0,6.884,5,168010.156,adaptive
119,10.03,35,0,0.0,6.742,5,167100.813,adaptive
120,10.29,40,3,0.0,6.276,5,187833.984,adaptive
121,10.888,38,2,0.0,6.124,5,168055.735,adaptive
122,11.286,39,0,0.0,6.095,5,172276.706,adaptive
123,11.586,43,1,0.0,5.874,5,172682.941,adaptive
124,11.89,44,1,0.0,5.761,5,179932.174,adaptive
125,12.434,42,1,0.0,5.837,5,189862.437,adaptive
126,12.604,44,0,0.0,5.79,0,189053.654,adaptive
127,9.45,37,1,0.0,5.868,0,203835.488,adaptive
128,6.594,33,1,0.0,5.792,0,190749.033,adaptive
129,4.386,28,0,0.0,6.087,0,227981.941,adaptive
130,2.71,22,1,0.0,6.426,0,236483.857,adaptive
131,1.66,16,0,0.0,6.8,0,252718.316,adaptive
132,1.126,17,1,0.0,6.914,0,277952.803,adaptive
133,1.01,10,0,0.0,7.36,0,266550.721,adaptive
134,1.117,11,0,0.0,7.981,0,306397.639,adaptive
135,1.223,11,0,0.0,8.479,0,285132.664,adaptive
136,1.34,14,2,0.0,8.858,0,306359.136,adaptive
137,1.456,12,0,0.0,9.266,0,280585.987,adaptive
138,1.558,14,1,0.0,9.512,0,294408.042,adaptive
139,1.673,12,0,0.0,9.766,0,255087.86,adaptive
140,1.764,15,0,0.0,9.742,0,233836.124,adaptive
141,1.887,13,0,0.0,10.053,0,279487.913,adaptive
142,2.029,13,1,0.0,10.184,0,231625.953,adaptive
143,2.152,13,0,0.0,10.117,0,186108.265,adaptive
