step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
203,3.82,85,3,0.0,7.517,3,705994.326,fixed
204,4.08,88,5,0.0,7.584,3,733669.646,fixed
205,4.371,91,4,0.0,7.547,3,665312.923,fixed
206,4.68,91,5,0.0,7.451,3,647071.854,fixed
207,4.973,94,3,0.0,7.414,3,639218.562,fixed
208,5.335,95,7,0.0,7.33,3,625080.116,fixed
209,5.628,97,2,0.0,7.396,3,666735.498,fixed
210,5.997,100,8,0.0,7.218,3,637881.334,fixed
211,6.335,98,4,0.0,7.147,3,646274.768,fixed
212,6.745,97,5,0.0,7.136,3,608231.352,fixed
213,7.115,106,6,0.0,7.025,3,624242.767,fixed
214,7.497,106,4,0.0,6.979,3,602051.21,fixed
215,8.013,104,7,0.0,6.88,3,556798.855,fixed
216,8.363,108,2,0.0,6.833,3,559584.522,fixed
217,8.719,110,2,0.0,6.859,3,616842.671,fixed
218,9.016,110,0,0.0,6.835,3,569871.264,fixed
219,9.313,111,0,0.0,6.783,3,573460.667,fixed
220,9.612,113,0,0.0,6.752,3,589122.131,fixed
221,9.91,114,0,0.0,6.719,3,582568.922,fixed
222,10.149,119,0,0.0,6.609,3,548916.057,fixed
223,10.457,120,0,0.0,6.6,3,628407.163,fixed
224,10.833,119,0,0.0,6.571,4,600100.542,fixed
225,11.075,125,0,0.0,6.443,4,622229.743,fixed
226,11.396,128,0,0.0,6.365,4,585588.721,fixed
227,11.726,132,0,0.0,6.212,5,554996.194,fixed
228,12.058,134,0,0.0,6.077,5,611040.846,fixed
229,12.48,138,0,0.0,5.991,5,546933.874,fixed
230,12.845,147,0,0.0,5.856,5,587786.83,fixed
231,13.252,149,1,0.0,5.745,5,559039.904,fixed
232,13.63,154,0,0.0,5.598,5,556398.696,fixed
233,13.935,161,0,0.0,5.43,5,556764.098,fixed
234,14.374,164,1,0.0,5.327,5,583750.072,fixed
235,14.866,168,2,0.0,5.198,5,586543.017,fixed
236,15.283,175,2,0.0,5.024,5,600380.553,fixed
237,15.71,178,0,0.0,4.957,5,581442.529,fixed
238,16.285,180,1,0.0,4.872,5,593689.708,fixed
239,16.722,184,0,0.0,4.738,5,603512.009,fixed
240,17.21,186,1,0.0,4.539,5,575273.733,fixed
241,17.874,192,2,0.0,4.388,5,569259.005,fixed
242,14.166,175,5,0.0,4.285,0,594801.948,fixed
243,10.591,161,2,0.0,4.348,0,658770.566,fixed
244,7.704,140,5,0.0,4.518,0,690376.628,fixed
245,5.172,122,2,0.0,4.828,0,820973.443,fixed
246,3.592,106,3,0.0,5.187,0,855118.149,fixed
247,2.754,87,0,0.0,5.759,0,979607.569,fixed
248,2.313,76,0,0.0,6.322,0,1020915.817,fixed
249,2.176,67,3,0.0,6.842,0,1010504.936,fixed
250,2.173,57,0,0.0,7.322,0,979185.014,fixed
251,2.334,58,2,0.0,7.79,0,998439.089,fixed
252,2.484,59,1,0.0,8.176,0,943476.002,fixed
253,2.645,59,0,0.0,8.546,0,897363.28,fixed
254,2.83,58,2,0.0,8.896,0,876678.817,fixed
255,3.0,61,3,0.0,9.105,0,863551.058,fixed
256,3.17,59,1,0.0,9.316,0,829046.405,fixed
257,3.32,60,0,0.0,9.421,0,798667.712,fixed
258,3.441,64,0,0.0,9.42,0,823354.806,fixed
259,3.6,60,0,0.0,9.42,0,709077.163,fixed
260,3.764,63,1,0.0,9.427,0,725308.53,fixed
261,3.901,69,1,0.0,9.312,0,707509.927,fixed
262,4.085,66,1,0.0,9.3,0,676188.214,fixed
263,4.28,65,1,0.0,9.351,0,701183.252,fixed
264,4.441,69,1,0.0,9.324,0,699728.653,fixed
265,4.613,67,0,0.0,9.388,0,731299.431,fixed
266,4.828,67,2,0.0,9.444,0,727104.051,fixed
267,4.978,71,0,0.0,9.379,0,697599.243,fixed
268,5.099,74,0,0.0,9.256,0,710906.138,fixed
269,5.307,70,1,0.0,9.298,0,744732.245,fixed
270,5.46,75,0,0.0,9.234,0,722256.748,fixed
271,5.584,78,0,0.0,9.166,0,774342.47,fixed
272,5.786,75,0,0.0,9.249,0,767571.406,fixed
273,5.973,76,0,0.0,9.278,0,764657.756,fixed
274,6.128,79,0,0.0,9.266,0,778089.505,fixed
275,6.334,77,0,0.0,9.283,0,715757.779,fixed
276,6.491,81,0,0.0,9.288,0,796827.876,fixed
277,6.645,81,0,0.0,9.216,0,727512.375,fixed
278,6.85,78,0,0.0,9.252,0,767595.049,fixed
279,7.037,79,0,0.0,9.286,0,751789.308,fixed
280,7.153,85,0,0.0,9.181,0,741876.926,fixed
281,7.36,80,0,0.0,9.23,0,782576.228,fixed
282,7.548,81,0,0.0,9.242,0,790803.564,fixed
283,7.737,88,6,0.0,9.054,0,772843.483,fixed
284,7.969,82,1,0.0,9.104,0,768349.31,fixed
285,8.293,85,6,0.0,9.1,0,784255.983,fixed
286,8.491,89,4,0.0,8.99,0,741229.779,fixed
287,8.828,85,5,0.0,9.03,0,774806.056,fixed
288,9.077,86,2,0.0,9.006,0,706574.916,fixed
289,9.352,88,5,0.0,8.974,0,798029.309,fixed
290,9.63,85,2,0.0,8.962,0,707788.695,fixed
291,9.967,87,5,0.0,8.935,0,748792.547,fixed
292,10.091,91,1,0.0,8.818,0,714514.569,fixed
293,10.383,90,4,0.0,8.804,0,723298.275,fixed
294,10.678,89,3,0.0,8.744,1,695229.846,fixed
295,10.978,92,5,0.0,8.502,1,683829.806,fixed
296,11.165,95,2,0.0,8.231,1,704927.401,fixed
297,11.451,95,2,0.0,8.045,2,677747.649,fixed
298,11.755,101,2,0.0,7.886,2,660073.107,fixed
299,12.082,110,3,0.0,7.784,2,728623.916,fixed
300,12.462,115,3,0.0,7.641,2,666595.811,fixed
301,12.753,122,2,0.0,7.54,2,694936.447,fixed
302,13.124,124,3,0.0,7.432,2,694258.759,fixed
303,13.475,131,3,0.0,7.312,2,701580.514,fixed
304,13.909,131,3,0.0,7.265,2,702109.399,fixed
305,14.276,135,2,0.0,7.102,2,628374.3,fixed
306,14.571,139,1,0.0,6.956,2,688875.846,fixed
307,14.953,140,1,0.0,6.811,2,649327.963,fixed
308,15.341,142,1,0.0,6.668,2,643213.746,fixed
309,15.584,155,0,0.0,6.575,2,694778.077,fixed
310,15.967,158,0,0.0,6.564,2,678062.908,fixed
311,16.357,161,0,0.0,6.511,2,656218.716,fixed
312,13.155,148,0,0.0,6.434,3,688618.756,fixed
313,10.384,133,5,0.0,6.447,3,738744.916,fixed
314,7.737,118,2,0.0,6.547,3,764675.698,fixed
315,5.387,111,6,0.0,6.596,3,804585.566,fixed
316,4.325,101,2,0.0,6.838,3,865279.37,fixed
317,3.873,94,3,0.0,6.995,3,822713.278,fixed
318,3.541,97,6,0.0,7.023,3,885681.233,fixed
319,3.454,89,4,0.0,7.176,3,842425.023,fixed
320,3.446,87,2,0.0,7.346,3,785481.531,fixed
321,3.539,90,4,0.0,7.333,3,739366.321,fixed
322,3.681,94,4,0.0,7.358,3,749839.558,fixed
323,3.912,91,3,0.0,7.483,3,763459.248,fixed
324,4.136,94,4,0.0,7.38,3,686306.246,fixed
325,4.336,91,3,0.0,7.412,3,716472.041,fixed
326,4.521,91,2,0.0,7.369,3,697079.91,fixed
327,4.749,97,5,0.0,7.19,3,678252.992,fixed
328,5.052,92,5,0.0,7.226,3,725361.616,fixed
329,5.372,95,3,0.0,7.207,3,653283.185,fixed
330,5.673,103,6,0.0,7.03,3,645921.074,fixed
331,6.0,101,3,0.0,7.053,3,673465.015,fixed
332,6.393,102,5,0.0,7.072,3,685754.57,fixed
333,6.699,106,3,0.0,6.998,3,662768.839,fixed
334,7.078,107,4,0.0,6.977,3,642912.692,fixed
335,7.428,111,3,0.0,6.974,3,660970.19,fixed
336,7.806,113,5,0.0,6.898,3,631956.746,fixed
337,8.242,112,5,0.0,6.83,3,580972.069,fixed
338,8.511,117,1,0.0,6.819,3,649167.011,fixed
339,8.908,114,3,0.0,6.834,3,618457.552,fixed
340,9.201,117,1,0.0,6.847,3,631231.196,fixed
341,9.489,116,0,0.0,6.852,3,636100.691,fixed
342,9.804,115,0,0.0,6.887,3,624598.752,fixed
343,10.003,121,0,0.0,6.717,3,601050.77,fixed
344,10.353,118,0,0.0,6.702,3,628571.859,fixed
345,10.683,123,0,0.0,6.671,4,627647.362,fixed
346,10.956,128,0,0.0,6.582,4,655600.41,fixed
347,11.334,129,0,0.0,6.474,4,601840.557,fixed
348,11.61,132,0,0.0,6.284,5,589139.313,fixed
349,11.908,141,0,0.0,6.095,5,605290.76,fixed
350,12.249,145,0,0.0,5.923,5,571644.408,fixed
351,12.568,152,0,0.0,5.796,5,608216.168,fixed
352,12.86,158,0,0.0,5.678,5,626551.141,fixed
353,13.312,162,1,0.0,5.57,5,609860.9,fixed
354,13.742,168,0,0.0,5.486,5,632469.268,fixed
355,14.139,173,1,0.0,5.32,5,593963.389,fixed
356,14.627,175,0,0.0,5.245,5,653796.157,fixed
357,15.083,180,0,0.0,5.095,5,583145.391,fixed
358,15.511,188,1,0.0,4.922,5,591362.496,fixed
359,16.125,190,2,0.0,4.731,5,581657.312,fixed
360,16.667,198,3,0.0,4.541,5,596021.081,fixed
361,17.327,206,5,0.0,4.328,5,599425.783,fixed
362,17.855,209,1,0.0,4.22,5,608823.232,fixed
363,14.226,191,3,0.0,4.183,0,658779.261,fixed
364,10.883,169,0,0.0,4.37,0,717113.971,fixed
365,7.997,152,5,0.0,4.536,0,760014.945,fixed
366,5.535,127,1,0.0,4.878,0,831587.696,fixed
367,3.709,106,3,0.0,5.24,0,888506.64,fixed
368,2.872,97,3,0.0,5.699,0,1031509.464,fixed
369,2.501,77,4,0.0,6.248,0,1069604.818,fixed
370,2.444,67,5,0.0,6.713,0,1000131.015,fixed
371,2.523,63,1,0.0,7.274,0,1050406.489,fixed
372,2.707,63,2,0.0,7.763,0,981593.602,fixed
373,2.854,68,1,0.0,8.078,0,976748.873,fixed
374,3.04,65,3,0.0,8.399,0,942734.136,fixed
375,3.241,66,3,0.0,8.736,0,972965.463,fixed
376,3.41,71,3,0.0,8.873,0,922699.582,fixed
377,3.581,70,0,0.0,9.022,0,837022.491,fixed
378,3.762,69,0,0.0,9.187,0,841325.359,fixed
379,3.955,70,1,0.0,9.285,0,793862.736,fixed
380,4.131,73,0,0.0,9.344,0,784164.569,fixed
381,4.344,73,2,0.0,9.35,0,728302.317,fixed
382,4.545,73,1,0.0,9.342,0,714260.322,fixed
383,4.722,75,0,0.0,9.283,0,681827.058,fixed
384,4.914,75,0,0.0,9.287,0,723202.431,fixed
385,5.052,80,0,0.0,9.196,0,738714.469,fixed
386,5.257,75,0,0.0,9.255,0,748142.347,fixed
387,5.42,79,0,0.0,9.166,0,681017.024,fixed
388,5.596,80,2,0.0,9.102,0,752700.932,fixed
389,5.79,79,0,0.0,9.145,0,753686.385,fixed
390,5.968,81,1,0.0,9.11,0,759937.674,fixed
391,6.179,79,0,0.0,9.151,0,752124.885,fixed
392,6.381,83,0,0.0,9.147,0,720193.547,fixed
393,6.53,87,1,0.0,9.101,0,797514.477,fixed
394,6.749,83,0,0.0,9.16,0,767064.059,fixed
395,6.953,85,0,0.0,9.218,0,804312.373,fixed
396,7.117,87,0,0.0,9.176,0,763242.76,fixed
397,7.299,86,0,0.0,9.187,0,800057.884,fixed
398,7.5,86,0,0.0,9.18,0,758402.069,fixed
399,7.621,90,0,0.0,9.12,0,814471.603,fixed
400,7.802,88,0,0.0,9.132,0,791925.995,fixed
401,8.005,89,0,0.0,9.191,0,834037.074,fixed
402,8.125,93,0,0.0,9.156,0,807602.101,fixed
403,8.346,88,0,0.0,9.231,0,809798.793,fixed
404,8.697,89,7,0.0,9.2,0,829139.345,fixed
405,8.876,91,1,0.0,9.126,0,770004.969,fixed
406,9.197,90,4,0.0,9.08,0,765048.728,fixed
407,9.476,91,3,0.0,9.045,0,781015.047,fixed
408,9.813,95,7,0.0,8.955,0,802119.578,fixed
409,10.136,96,5,0.0,8.863,0,738516.931,fixed
410,10.409,97,4,0.0,8.738,0,739317.605,fixed
411,10.631,98,2,0.0,8.698,0,764751.031,fixed
412,10.971,99,5,0.0,8.645,0,749138.186,fixed
413,11.23,101,3,0.0,8.642,0,790439.323,fixed
414,11.552,100,3,0.0,8.69,0,789009.563,fixed
415,11.909,101,5,0.0,8.604,1,746072.28,fixed
416,12.375,101,7,0.0,8.405,1,691865.314,fixed
417,12.716,101,3,0.0,8.223,1,690604.157,fixed
418,13.069,107,6,0.0,7.927,2,635366.684,fixed
419,13.397,107,2,0.0,7.869,2,703580.149,fixed
420,13.713,118,3,0.0,7.69,2,658533.272,fixed
421,13.964,121,0,0.0,7.541,2,649614.841,fixed
422,14.414,122,4,0.0,7.386,2,656187.342,fixed
423,14.673,126,1,0.0,7.307,2,723841.843,fixed
424,14.989,132,1,0.0,7.175,2,652149.89,fixed
425,15.317,138,2,0.0,7.026,2,661116.586,fixed
426,15.654,140,0,0.0,7.033,2,744824.564,fixed
427,15.959,146,0,0.0,6.946,2,664994.571,fixed
428,16.22,148,0,0.0,6.824,2,671689.48,fixed
429,16.576,150,0,0.0,6.782,2,669451.061,fixed
430,16.987,153,0,0.0,6.71,2,671486.112,fixed
431,17.263,158,0,0.0,6.606,2,695953.299,fixed
432,17.544,161,0,0.0,6.51,2,697324.76,fixed
433,14.501,145,0,0.0,6.514,3,699541.851,fixed
434,11.668,133,5,0.0,6.487,3,738214.972,fixed
435,8.92,123,5,0.0,6.498,3,768943.783,fixed
436,6.5,107,5,0.0,6.695,3,824935.267,fixed
437,4.992,98,2,0.0,6.905,3,865389.116,fixed
438,4.366,95,4,0.0,7.058,3,896816.355,fixed
439,3.886,84,2,0.0,7.286,3,867876.901,fixed
440,3.603,86,3,0.0,7.363,3,844099.574,fixed
441,3.466,83,2,0.0,7.449,3,789445.486,fixed
442,3.541,84,3,0.0,7.53,3,819781.252,fixed
443,3.5,95,3,0.0,7.473,3,790261.093,fixed
444,3.597,88,6,0.0,7.406,3,709356.479,fixed
445,3.71,86,6,0.0,7.402,3,742993.457,fixed
446,3.889,98,4,0.0,7.379,3,761553.055,fixed
447,4.062,93,6,0.0,7.341,3,712606.649,fixed
448,4.278,92,3,0.0,7.355,3,678934.864,fixed
449,4.543,93,7,0.0,7.237,3,697028.855,fixed
450,4.809,91,4,0.0,7.224,3,707789.1,fixed
451,5.165,93,7,0.0,7.231,3,698587.187,fixed
452,5.506,95,5,0.0,7.205,3,656375.143,fixed
453,5.789,99,4,0.0,7.151,3,681387.808,fixed
454,6.148,97,5,0.0,7.129,3,651851.511,fixed
455,6.479,100,5,0.0,7.072,3,668010.136,fixed
456,6.835,99,5,0.0,6.997,3,640209.02,fixed
457,7.226,100,5,0.0,6.95,3,601226.25,fixed
458,7.519,105,2,0.0,6.916,3,618683.834,fixed
459,7.836,105,2,0.0,6.912,3,608622.046,fixed
460,8.083,107,0,0.0,6.88,3,662488.36,fixed
461,8.375,105,0,0.0,6.91,3,615090.499,fixed
462,8.642,107,0,0.0,6.828,3,589009.113,fixed
463,8.886,110,0,0.0,6.76,3,609136.402,fixed
464,9.186,110,0,0.0,6.832,3,660250.715,fixed
465,9.467,115,0,0.0,6.847,3,647237.448,fixed
466,9.72,117,0,0.0,6.795,4,635768.861,fixed
467,10.029,116,0,0.0,6.782,4,642771.089,fixed
468,10.256,122,0,0.0,6.721,4,658405.285,fixed
469,10.513,123,0,0.0,6.621,5,628115.075,fixed
470,10.839,125,0,0.0,6.486,5,599144.214,fixed
471,11.14,129,0,0.0,6.305,5,590851.581,fixed
472,11.481,132,0,0.0,6.215,5,623162.989,fixed
473,11.869,137,1,0.0,6.078,5,597933.762,fixed
474,12.207,145,0,0.0,5.9,5,610161.873,fixed
475,12.637,153,1,0.0,5.721,5,583631.398,fixed
